ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,Estimates Start After
COL,Colombia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23.335,25.316,27.513,34.054,36.342,40.919,43.924,45.629,42.897,38.541,36.78,32.685,30.878,36.148,36.358,34.22,32.177,30.924,2009
COL,Colombia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.032,-3.408,-5.332,-5.254,-3.931,-3.294,1.103,-0.041,-0.395,-0.367,0.972,4.098,1.279,-2.866,-3.769,-4.17,-3.886,-5.126,-4.473,0.696,0.796,-1.097,-1.325,-1.034,-0.767,-1.286,-1.859,-2.839,-2.848,-2.142,-3.074,-3.046,-2.916,-2.888,2009
COM,Comoros,Gross national savings,Percent of GDP,,Source: Planning Commissariat Latest actual data: 2010 National accounts manual used: GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Comorian francs Data last updated: 08/2012,14.746,29.946,13.216,26.912,15.811,14.417,11.795,15.432,14.044,13.204,18.316,12.03,19.557,18.324,19.508,6.648,4.898,-2.395,9.507,8.606,9.894,12.511,9.283,7.127,4.756,1.947,3.617,5.486,3.354,4.627,8.412,5.383,7.567,9.493,2010
COM,Comoros,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,107.216,95.517,88.04,81.726,80.497,71.159,69.772,74.624,68.803,51.89,49.202,44.714,40.502,36.791,2010
COM,Comoros,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.807,1.282,0.631,0.404,-46.265,-28.721,-15.618,-16.992,-14.983,-9.903,-12.966,-9.282,-15.841,-8.221,-16.253,-14.274,-12.731,-19.927,-8.448,-6.779,-0.2,2.458,-1.728,-3.178,-4.603,-7.362,-6.009,-5.685,-10.928,-7.775,-6.992,-9.524,-10.375,-9.554,2010
COD,Democratic Republic of the Congo,Gross national savings,Percent of GDP,,Source: Central Bank Latest actual data: 2011 Notes: Data prior to 2001 cannot be confirmed by national sources at this time. National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Congo francs Data last updated: 09/2012,23.084,22.404,17.078,20.744,28.563,32.15,29.848,23.694,32.024,28.738,26.736,5.918,17.186,13.427,2.702,11.14,23.702,33.097,8.681,13.837,-0.656,1.234,5.945,13.105,9.798,0.541,10.549,17.109,4.929,7.526,15.437,8.954,15.705,14.648,2011
COD,Democratic Republic of the Congo,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,237.276,220.346,214.153,180.423,195.996,147.927,148.985,126.129,133.066,136.35,35.143,29.878,32.271,34.672,2011
COD,Democratic Republic of the Congo,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.64,-3.913,-3.548,-2.445,0.451,-1.278,-5.489,-14.21,-6.6,-9.553,-7.652,-10.401,-9.243,-3.486,-4.785,0.27,-0.513,-3.081,-8.959,-2.608,-4.014,-3.984,-2.595,0.873,-2.972,-13.3,-2.695,-1.131,-17.464,-10.501,-8.082,-11.546,-12.472,-14.34,2011
COG,Republic of Congo,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2009 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1990 Chain-weighted: No Primary domestic currency: CFA francs Data last updated: 08/2012,30.452,37.074,30.811,33.883,23.815,21.945,25.292,22.808,29.408,16.755,38.202,24.655,36.119,32.389,22.965,-11.471,0.466,15.95,-1.825,17.682,36.173,21.762,24.041,30.867,16.844,23.859,25.189,15.286,20.606,15.118,25.531,26.049,34.834,33.488,2009
COG,Republic of Congo,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,138.937,137.778,129.495,170.464,270.183,262.809,212.208,219.989,264.443,231.632,163.223,195.784,180.289,204.372,198.679,108.271,98.816,97.957,68.063,57.238,23.865,22.497,22.99,21.572,2010
COG,Republic of Congo,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",18.009,21.325,18.692,12.661,6.121,1.606,3.434,6.446,3.012,4.977,22.297,4.127,14.519,2.892,-31.521,-48.044,-32.325,-6.283,-28.509,-10.104,13.547,-4.595,0.633,4.776,-5.677,3.669,3.557,-6.527,2.302,-7.394,5.065,0.777,-0.557,-0.448,2004
CRI,Costa Rica,Gross national savings,Percent of GDP,,Source: Central Bank Latest actual data: 2010 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1991 Chain-weighted: No Primary domestic currency: Costa Rican colones Data last updated: 08/2012,12.844,13.017,15.478,13.51,18.438,22.575,23.529,22.069,20.988,19.394,19.49,14.812,15.47,13.724,15.186,15.056,13.633,14.502,16.979,12.826,12.416,16.632,17.534,15.62,18.874,19.433,21.878,18.41,18.238,14.33,16.556,15.947,15.397,15.493,2010
CRI,Costa Rica,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.578,38.611,40.785,39.996,41.035,37.47,33.311,27.552,24.783,27.233,29.207,30.764,32.737,34.898,2010
CRI,Costa Rica,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-13.723,-16.007,-9.207,-8.993,-4.262,-3.314,-1.68,-5.052,-3.479,-7.192,-7.833,-3.125,-4.766,-7.162,-4.862,-3.185,-2.325,-3.582,-3.479,-3.847,-4.496,-3.676,-5.087,-5.024,-4.256,-4.913,-4.54,-6.255,-9.341,-1.96,-3.537,-5.314,-5.461,-5.281,2010
CIV,Côte d'Ivoire,Gross national savings,Percent of GDP,,Source: Ministry of Economy Latest actual data: 2011 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: CFA francs Data last updated: 09/2012,22.14,17.147,17.144,16.025,11.762,12.171,11.802,2.707,-1.033,-0.129,-0.836,-0.805,-2.856,-0.528,7.708,11.793,10.145,12.64,10.668,11.73,7.983,10.591,16.752,12.26,12.358,9.976,12.093,8.002,12.067,15.942,10.067,14.867,9.06,12.356,2011
CIV,Côte d'Ivoire,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,121.058,106.644,110.588,109.46,96.793,93.578,90.439,84.901,86.282,84.242,75.636,75.282,66.48,66.433,90.525,62.592,61.6,2011
CIV,Côte d'Ivoire,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-29.348,10.905,8.711,14.373,13.91,8.735,14.187,-9.062,-12.586,-10.448,-9.338,-9.379,-11.358,-10.319,-0.937,-3.805,-1.967,-1.783,-2.672,-1.387,-2.803,-0.57,6.686,2.144,1.557,0.241,2.76,-0.683,1.925,7.022,1.101,6.666,-3.059,-1.575,2009
HRV,Croatia,Gross national savings,Percent of GDP,,"Source: National Statistical Office. Formally, the Central Bureau of Statistics of the Republic of Croatia (CroStat) Latest actual data: 2011. For quarterly data, latest actual is 2012Q1. Notes: National account statistics for 1995?2008 were revised in 2009. Under the new ESA95 methodology, revised data include estimates for the ""gray economy,"" imputed dwelling rates, and financial intermediation services indirectly measured (FISIM). GDP Data for 2005-2011 were revised in 2012. National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: Croatian kunas Data last updated: 09/2012",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.929,4.948,21.024,10.541,15.699,15.228,17.232,15.566,18.046,19.414,18.864,22.067,23.301,22.539,23.216,22.682,22.374,20.776,21.612,21.054,20.629,20.896,2011
HRV,Croatia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.773,35.432,37.638,38.154,35.402,32.852,29.304,35.821,42.207,46.704,54.285,57.018,2011
HRV,Croatia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.601,4.845,3.988,-5.906,-4.041,-12.295,-6.786,-7.475,-2.305,-3.046,-7.208,-6.018,-4.123,-5.271,-6.679,-7.263,-8.957,-5.121,-1.053,-0.974,-1.169,-1.297,2011
CYP,Cyprus,Gross national savings,Percent of GDP,,"Source: Eurostat Latest actual data: 2011 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1995 Primary domestic currency: Euros Data last updated: 09/2012",31.167,32.16,29.814,26.037,30.453,29.071,29.465,26.806,26.815,27.673,24.686,19.084,19.781,26.1,26.787,19.955,16.82,14.854,22.532,15.488,12.521,13.071,14.79,14.774,14.741,13.889,13.602,9.812,7.715,8.63,9.784,6.237,9.819,10.947,2011
CYP,Cyprus,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,49.673,52.394,57.168,62.606,63.345,59.589,61.176,65.149,69.716,70.934,69.39,64.651,58.796,48.891,58.531,61.456,71.616,87.259,92.61,2011
CYP,Cyprus,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-12.144,-8.337,-8.358,-9.611,-9.852,-7.51,-0.62,-0.21,-2.55,-5.52,-2.797,-7.38,-9.351,1.682,1.011,-2.246,-5.068,-4.761,3.093,-1.765,-5.321,-3.287,-3.756,-2.256,-5.032,-5.879,-6.965,-11.781,-15.614,-10.727,-9.876,-10.444,-3.494,-2.009,2011
CZE,Czech Republic,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1995 Primary domestic currency: Czech koruny Data last updated: 09/2012",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29.758,27.408,24.39,26.504,25.143,25.358,24.589,22.736,20.979,22.064,25.573,25.583,25.408,26.821,21.554,21.242,21.587,21.724,21.593,2011
CZE,Czech Republic,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.992,11.927,12.584,14.48,15.827,17.797,23.887,27.065,28.579,28.943,28.414,28.28,27.953,28.711,34.293,37.553,40.519,43.123,44.958,2011
CZE,Czech Republic,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.377,-6.36,-6.09,-2.048,-2.355,-4.571,-5.082,-5.437,-6.071,-5.046,-0.93,-2.109,-4.394,-2.121,-2.472,-3.845,-2.95,-2.393,-2.153,2011
DNK,Denmark,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1980 Primary domestic currency: Danish kroner Data last updated: 09/2012",19.897,16.652,17.817,17.845,20.107,21.557,23.362,21.392,18.839,19.066,20.344,19.539,19.978,19.008,19.143,20.208,20.48,21.42,20.682,21.749,22.589,23.495,22.893,23.079,23.374,25.17,25.692,24.728,25.248,20.866,22.683,24.139,22.272,21.926,2011
DNK,Denmark,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,72.402,67.055,60.4,58.386,58.25,56.647,53.599,45.359,41.022,34.064,41.878,40.602,42.904,44.093,47.105,47.619,2011
DNK,Denmark,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.507,-3.014,-3.919,-2.244,-3.014,-5.394,-6.025,-3.355,-1.4,-1.539,0.407,0.871,2.105,2.765,1.517,0.701,1.443,0.61,-0.855,1.913,1.407,3.131,2.485,3.448,3.014,4.345,2.978,1.36,2.882,3.276,5.52,6.68,5.013,4.566,2011
DJI,Djibouti,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 1999 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1990 Chain-weighted: No Primary domestic currency: Djibouti francs Data last updated: 08/2012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.011,20.515,16.173,16.913,11.982,5.661,5.219,3.864,4.455,4.242,3.959,9.086,12.446,22.181,19.808,19.977,23.496,21.555,22.353,26.441,14.908,11.976,14.831,19.728,1999
DJI,Djibouti,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,66.084,67.848,62.007,56.817,63.64,60.172,59.778,56.143,52.324,51.126,53.193,2011
DJI,Djibouti,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.999,-3.493,2.258,0.787,1.441,0.483,-1.361,-3.402,-0.098,-4.805,1.236,2.439,3.396,-1.312,-3.197,-11.536,-21.413,-24.34,-9.059,-5.847,-12.608,-12.204,-12.484,1999
DMA,Dominica,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollars Data last updated: 09/2012,-7.068,-1.158,8.899,12.627,13.909,3.613,13.444,14.844,17.753,9.717,11.359,10.376,12.651,11.875,11.149,10.726,6.771,12.08,15.295,12.387,2.081,0.633,-1.582,0.413,1.565,-0.801,6.445,-1.201,-6.018,-1.565,5.191,7.132,2.731,1.642,2011
DMA,Dominica,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,55.124,58.054,55.24,54.869,57.952,59.632,55.586,49.588,58.474,63.817,70.782,100.827,99.159,95.291,86.507,82.578,77.855,71.909,64.314,63.309,68.922,70.194,72.257,73.761,2011
DMA,Dominica,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-20.781,-29.446,-16.906,-10.848,-16.924,-20.188,-5.19,-4.597,-8.292,-24.913,-21.926,-15.172,-11.047,-9.396,-10.265,-15.441,-17.281,-13.554,-7.143,-14.228,-18.438,-15.755,-14.483,-15.605,-16.039,-21.04,-12.858,-20.764,-27.077,-20.955,-16.004,-12.657,-13.26,-13.667,2011
DOM,Dominican Republic,Gross national savings,Percent of GDP,,"Source: Central Bank Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1991 Chain-weighted: Yes, from 1991 Primary domestic currency: Dominican pesos Data last updated: 09/2012",8.122,11.148,7.497,11.751,12.624,12.158,12.627,13.463,16.845,17.015,14.527,12.809,9.807,13.838,14.106,13.82,13.633,17.845,21.967,20.446,18.934,18.033,17.589,19.889,19.744,15.099,14.795,13.635,8.359,9.834,7.91,8.427,9.79,8.566,2011
DOM,Dominican Republic,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.148,13.562,20.27,20.736,20.24,23.453,42.492,26.851,28.8,25.385,22.872,24.878,28.392,28.677,29.824,31.564,31.686,2011
DOM,Dominican Republic,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-11.102,-6.573,-7.518,-3.674,-1.329,-1.401,-2.648,-4.366,-1.278,-3.094,-1.703,-0.837,-5.062,-4.133,-2.008,-1.178,-1.251,-0.848,-1.656,-2.002,-4.327,-3.009,-3.578,5.134,4.829,-1.411,-3.65,-5.285,-9.928,-4.99,-8.59,-8.069,-7.463,-7.276,2011
ECU,Ecuador,Gross national savings,Percent of GDP,,Source: Central Bank Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Base year: 2000 Chain-weighted: No Primary domestic currency: U.S. dollars Data last updated: 09/2012,19.878,17.064,19.11,16.309,15.561,19.911,16.203,12.132,15.936,14.807,14.113,16.055,19.607,16.615,18.459,17.126,20.28,19.037,15.615,19.736,26.463,21.608,21.993,19.487,21.827,24.87,27.951,28.549,30.929,23.602,23.4,28.701,28.482,31.203,2011
ECU,Ecuador,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65.72,54.094,47.795,40.465,35.221,28.458,26.688,21.147,15.67,16.108,17.986,18.765,18.786,2011
ECU,Ecuador,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.91,-6.725,-7.927,-1.025,-1.89,0.701,-4.532,-10.077,-5.319,-5.686,-3.537,-6.043,-1.659,-4.37,-4.344,-4.598,0.357,-2.496,-9.69,4.995,4.53,-3.241,-4.926,-1.363,-1.469,1.279,4.17,4.258,3.041,0.261,-2.776,-0.334,-0.339,3.039,2011
EGY,Egypt,Gross national savings,Percent of GDP,,Latest actual data: 2010/11. Fiscal year 2010/2011 (June 2011) Notes: Data prior to 1987 cannot be confirmed by national sources at this time. GDP valuation: Market prices. Data refer to fiscal years Start/end months of reporting year: July/June Base year: 2001/02 Chain-weighted: No Primary domestic currency: Egyptian pounds Data last updated: 09/2012,16.483,14.068,13.076,13.635,10.75,10.074,8.505,20,19.968,20.052,20.289,29.873,33.366,21.443,21.825,22.331,18.43,18.755,18.408,18.89,18.38,18.225,18.978,19.392,21.276,21.217,20.362,22.592,22.937,16.844,17.525,14.512,13.829,14.119,2011
EGY,Egypt,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,90.44,102.291,101.451,103.292,90.347,80.193,70.197,73.025,73.172,76.448,79.748,81.107,2012
EGY,Egypt,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.864,-4.555,-7.188,-4.178,-8.518,-4.804,-2.901,-1.366,-2.257,-2.284,-2.838,3.612,8.735,4.656,0.368,0.643,-0.272,0.157,-2.922,-1.917,-1.173,-0.035,0.702,2.387,4.338,3.241,1.632,1.741,0.547,-2.346,-1.976,-2.583,-3.399,-3.263,2011
SLV,El Salvador,Gross national savings,Percent of GDP,,Source: Central Bank Latest actual data: 2011 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1990 Chain-weighted: No Primary domestic currency: U.S. dollars Data last updated: 09/2012,n/a,10.681,11.589,13.567,11.761,9.071,19.282,16.911,13.321,6.941,9.565,11.789,15.536,16.8,18.694,17.476,13.199,14.214,16.618,14.507,13.638,15.583,13.556,12.314,12.139,12.446,12.702,10.26,8.051,11.923,10.191,8.9,9.559,11.018,2011
SLV,El Salvador,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44.277,34.691,32.563,28.147,28.652,27.378,24.469,25.344,26.516,32.429,37.458,39.143,39.406,38.549,39.099,38.031,39.253,48.214,50.141,50.794,51.78,51.679,2011
SLV,El Salvador,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",5.191,-3.557,-1.498,1.86,-1.718,-2.462,7.164,5.896,1.926,-5.933,-4.295,-3.619,-2.993,-1.778,-0.998,-2.568,-1.987,-0.903,-0.755,-1.919,-3.02,-1.088,-2.832,-4.666,-4.064,-3.637,-4.127,-6.051,-7.15,-1.511,-3.101,-5.367,-4.979,-4.259,2011
GNQ,Equatorial Guinea,Gross national savings,Percent of GDP,,"Source: National Statistical Office. And Banque des Etats de l'Afrique Centrale (Central Bank) Latest actual data: 2010 Notes: Since 2000, IMF staff estimate Real GDP by including upward coverage adjustment in non-oil sector activities; the national authorities are considering the adoption of the IMF staff estimates. National accounts manual used: SNA 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: CFA francs Data last updated: 09/2012",-29.43,-69.168,-20.789,32.426,11.695,21.402,29.318,16.353,24.874,22.284,40.098,15.292,28.549,41.413,53.223,4.935,-9.455,45.817,17.658,46.479,56.52,39.192,30.752,29.767,20.17,33.653,39.893,38.58,26.695,40.717,34.098,29.527,28.72,27.541,2010
GNQ,Equatorial Guinea,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,147.686,223.271,263.265,261.872,260.509,185.589,153.985,142.726,156.043,188.889,158.569,171.154,138.234,154.096,218.126,138.239,92.094,46.722,59.823,61.081,34.399,24.171,20.807,10.42,6.168,2.988,1.629,1.085,0.653,5.105,5.029,6.769,9.115,9.757,2010
GNQ,Equatorial Guinea,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-65.15,-98.915,-96.455,-22.64,-31.825,-7.635,-2.378,-22.757,-12.426,-15.294,-14.257,-30.899,-6.607,1.759,-0.319,-73.215,-124.557,-27.304,-90.323,-29.499,-15.803,-41.168,0.859,-33.321,-21.629,-6.218,7.699,3.977,-2.295,-17.68,-20.452,-5.982,-7.672,-7.749,2010
ERI,Eritrea,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2006 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Eritrean nakfa Data last updated: 08/2012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18.029,26.329,32.897,7.808,10.279,31.531,8.429,23.657,21.373,30.688,36.351,35.896,18.919,20.821,10.224,6.399,7.181,1.68,3.69,10.755,12.616,11.368,2006
ERI,Eritrea,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,159.379,173.538,177.082,192.03,140.765,156.215,151.644,156.656,174.915,145.701,144.761,133.824,125.837,123.737,2008
ERI,Eritrea,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,5.274,-20.617,-19.405,-0.624,-4.573,6.802,9.674,-0.672,0.334,-3.584,-6.112,-5.467,-7.615,-5.622,0.549,2.136,1.981,2006
EST,Estonia,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 Notes: Data from 2003 onwards reflect methodological revisions. National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2012",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27.366,20.157,24.024,19.686,19.753,22.424,21.005,23.016,22.737,21.679,21.846,21.759,23.804,23.365,22.691,21.269,22.192,22.459,26.653,25.955,25.447,2011
EST,Estonia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.957,7.386,6.156,5.471,5.986,5.123,4.784,5.729,5.616,5.025,4.572,4.411,3.685,4.523,7.163,6.688,6.043,8.172,9.747,2011
EST,Estonia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.219,-6.814,-4.179,-8.447,-11.126,-8.574,-4.297,-5.377,-5.176,-10.618,-11.308,-11.312,-9.978,-15.341,-15.946,-9.115,3.401,2.93,2.124,0.715,-0.102,2011
ETH,Ethiopia,Gross national savings,Percent of GDP,,Source: IMF Staff Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Factor costs. Data refer to fiscal years (July 8/July 7). Data for 2011 represent fiscal year 2010/11. Start/end months of reporting year: July/June Base year: 2000. The base year is 1999/2000 Chain-weighted: No Primary domestic currency: Ethiopian birr Data last updated: 09/2012,5.041,6.052,5.207,5.466,8.149,5.959,7.353,5.604,10.269,8.25,7.203,4.987,6.601,7.538,9.295,13.584,12.318,10.106,12.617,7.449,16.843,18.864,15.545,16.827,24.583,19.984,18.134,23.544,19.185,18.887,20.525,24.435,18.938,16.862,2011
ETH,Ethiopia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88.871,142.463,156.815,148.139,134.212,80.587,89.513,98.095,97.446,99.497,115.792,115.33,105.702,76.033,38.985,36.836,30.453,25.059,27.649,25.932,22.216,23.17,2011
ETH,Ethiopia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.356,-3.123,-4.074,-2.796,-3.059,-1.26,-0.488,-2.601,-3.339,-1.121,-1.045,-1.891,0.273,-2.25,-1.139,2.271,0.772,-2.161,-1.301,-6.477,-4.095,-2.862,-4.45,-1.277,-1.355,-6.279,-9.137,-4.454,-5.645,-5.023,-4.021,0.634,-6.067,-7.718,2011
FJI,Fiji,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
